"area_code","area_type","area_name","year","period","indicator","quintile","measure","value","upper_confidence_interval","lower_confidence_interval","label_inequality","data_source"
"S12000029","Council area","South Lanarkshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",21.8,21.9,21.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1,0.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",16.9,21.1,12.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",28.1,48.3,29.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",28.1,28.4,27.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",24,24.3,23.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",20.6,21,20.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.2,16.5,16,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",15.4,15.7,15.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",21.2,21.4,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1,0.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",16.4,20.7,12,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",27.3,48.8,28.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",29,29.4,28.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",24.7,25,24.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",21.4,21.7,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17,17.3,16.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.1,16.5,15.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",21.9,22.1,21.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",16.5,21.1,11.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",26.4,48.1,27.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",29.4,29.7,29,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",24.7,25,24.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",21.5,21.8,21.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17,17.3,16.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.4,16.7,16.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",22.1,22.2,21.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",16.6,21.9,11.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",25.7,49.6,25.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",29.5,29.9,29.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",24.8,25.1,24.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",21.7,22,21.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17.5,17.8,17.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",16.4,16.7,16.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",22.3,22.4,22.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,0.9,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",16.5,20.9,12,"People","Public Health Scotland (Prescribing Information System)"
"S12000029","Council area","South Lanarkshire",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",26.3,47.1,27.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.1,22.9,21.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",19.5,20.2,18.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",15.3,15.8,14.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",14.3,14.8,13.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",11.9,12.3,11.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",15.6,15.8,15.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1.2,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.9,18.6,5.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23.8,59.7,16.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.5,23.2,21.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",19.2,19.8,18.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",15.7,16.3,15.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",14.5,14.9,14,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",12.2,12.6,11.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",15.8,16,15.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.1,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.6,18.1,5.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",22.5,57.4,16.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",22.9,23.7,22.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",19.2,19.9,18.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",15.8,16.4,15.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",14.4,14.8,14,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",12.4,12.8,12,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",15.9,16.1,15.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.2,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",11.8,19,4.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2016,"2016/17 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",21.9,59.7,14.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24.2,25,23.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",20.7,21.4,20,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",16.9,17.6,16.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.1,15.5,14.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13,13.4,12.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.6,16.9,16.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1.2,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",12.5,20.2,4.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2017,"2017/18 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",21.6,60.9,14.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24.9,25.7,24.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.3,22,20.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",17.6,18.2,17,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.8,16.2,15.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13,13.4,12.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.1,17.3,16.8,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1.2,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",13.3,20.1,6.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2018,"2018/19 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23.9,58.9,19.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",25.4,26.2,24.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.9,22.6,21.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",18,18.6,17.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16,16.4,15.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.4,13.8,13,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.5,17.7,17.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1.2,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",13.6,20.9,6.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2019,"2019/20 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23.2,59.8,18,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24.5,25.3,23.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",20.9,21.6,20.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",17.1,17.7,16.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.4,15.8,15,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",12.8,13.2,12.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",16.8,17,16.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.8,1.2,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",13.2,20.3,6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2020,"2020/21 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23.7,60.6,18,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",25.7,26.5,24.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.9,22.6,21.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",17.9,18.5,17.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",16.4,16.8,15.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.9,14.3,13.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",17.8,18,17.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1.2,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",13.1,21,5.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2021,"2021/22 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",22,59.1,14.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",25.1,25.9,24.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",23.3,24,22.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.3,20,18.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17.2,17.6,16.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.3,14.7,13.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",18.5,18.8,18.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1,0.5,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",13.2,18.1,8.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2022,"2022/23 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",22.8,48.9,22.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",26.1,26.9,25.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",24.3,25.1,23.6,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",19.8,20.4,19.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",17.9,18.3,17.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",14.8,15.2,14.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",19.2,19.5,19,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.7,1,0.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",13.9,19.6,8.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000030","Council area","Stirling",2023,"2023/24 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",23,51.1,21.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",23.3,23.8,22.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",20.9,21.4,20.4,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","3","Percentage",17.8,18.5,17.2,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","4","Percentage",15.6,16.2,14.9,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","5 - least deprived","Percentage",13.1,14.2,12,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis","Total","Percentage",20.4,20.7,20.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Relative index of inequality (RII)",0.5,0.8,0.3,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Slope index of inequality (SII)",10.9,15.7,6.1,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2014,"2014/15 financial year","Population prescribed drugs for anxiety/depression/psychosis",NA,"Population attributable risk (PAR)",36,38.4,15,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","1 - most deprived","Percentage",24.1,24.6,23.7,"People","Public Health Scotland (Prescribing Information System)"
"S12000039","Council area","West Dunbartonshire",2015,"2015/16 financial year","Population prescribed drugs for anxiety/depression/psychosis","2","Percentage",21.2,21.7,20.7,"People","Public Health Scotland (Prescribing Information System)"
